GenContext.norep	Lineage.final	count
PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack-><-SIG+TM(s)	bacteria>firmicutes	1
PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack->Toast-rack->	bacteria>other unclassified bacteria	1
PspC+LiaI-LiaF-TM*->PSE->LiaI-LiaF-TM+Toast-rack->	bacteria>other unclassified bacteria	1
PspC+LiaI-LiaF-TM*->SIG+TM+Toast-rack->Mbetalac->	bacteria>other unclassified bacteria	1
PspC+TM(s)*->	bacteria>actinobacteria	1
PspC+TM(s)*->	bacteria>chloroflexi	1
PspC+TM(s)*-><-?||LACI-HTH+PBPI->ABC-ATPase->	bacteria>chloroflexi	1
PspC+TM(s)+HISKIN*->REC+LuxR-HTH->?-><-Cluster733_2clades	bacteria>actinobacteria	1
PspC+TM(s)+Toast-rack*->?-><-ABhydrolase	bacteria>actinobacteria	1
PspC+TM(s)+Toast-rack*->?->PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	1
PspC+TM*->?->?->?->?->N-OB->?-><-LACI-HTH+PBPI	bacteria>firmicutes	1
PspC+TM*->?->ABC-ATPase->	bacteria>firmicutes	1
PTSEIIC+TM+PTSEIIB(s)->?->ABhydrolase-><-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	1
QTG->Cluster364_3clades-><-?<-?||MACRODOMAIN->?->?-><-PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>fcb group	1
REase->?->PspC*->?-><-?<-DEAM<-?||SIG+TM(s)+FTSK(s)-HTH->	bacteria>other unclassified bacteria	1
REC+LuxR-HTH->?-><-PspC*	bacteria>proteobacteria>alphaproteobacteria	1
REC+LuxR-HTH-><-?<-PspC+TM(s)+Toast-rack*<-PADR-HTH<-tRNA<-tRNA||Cluster539_2clades->?->?->?-><-PSE||?->Cluster1172_2clades->	bacteria>other unclassified bacteria	1
REC+LuxR-HTH-><-tRNA<-tRNA||?->SIG+TM(s)->PspC+LiaI-LiaF-TM*->	bacteria>chloroflexi	1
REC+LuxR-HTH->PspC*->	bacteria>other unclassified bacteria	1
REC+LuxR-HTH->SIG+HAMP+HISKIN->?->?->PspC*->	bacteria>other unclassified bacteria	1
REC+LuxR-HTH->SIG+HAMP+HISKIN->?->?->PspC*-><-?<-?||?->?-><-MODE-HTH+PBPII	bacteria>actinobacteria	1
RNA-Helicase->?->?-><-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)+Toast-rack*->	bacteria>actinobacteria	1
RNA-Helicase->?->?->Cluster87_3clades->?->Cluster85_4clades->PspC*->	bacteria>other unclassified bacteria	1
RNA-Helicase->?->?->HTH->?->?-><-PspC*	bacteria>other unclassified bacteria	1
RNA-Helicase+A18->SbcC(s)+ABC-ATPase+SbcC->?->PspC*->SIG+TM(s)->?->?->?->Cluster87_3clades->TM->	bacteria>firmicutes	1
RNA-Helicase+A18->SbcC(s)+ABC-ATPase+SbcC->?->Toast-rack->PspC*->SIG+TM(s)->	bacteria>firmicutes	1
RNA-Helicase+A18->SbcC(s)+ABC-ATPase+SbcC->PspC*->SIG+TM(s)->	bacteria>firmicutes	1
RNA-Helicase+A18->SbcC(s)+ABC-ATPase+SbcC->Toast-rack->PspC*->SIG+TM(s)->	bacteria>firmicutes	1
RNA-Helicase+A18->SbcC(s)+ABC-ATPase+SbcC->Toast-rack->PspC*->SIG+TM(s)->?->?->?->Cluster87_3clades->TM->	bacteria>firmicutes	1
RnaseT2->?->PspC*->	bacteria>other unclassified bacteria	1
RnaseT2->?->PspC*-><-?<-?||SIG+TM->	bacteria>other unclassified bacteria	1
SbcC(s)+ABC-ATPase+SbcC->?->?->Toast-rack->PspC*->PspC*->SIG+TM(s)->	bacteria>firmicutes	1
sf+TM(s)->?->?->PspC*->	bacteria>proteobacteria>gammaproteobacteria	1
sGTP->tRNA->?->Cluster1065_2clades->Cluster221_3clades->?-><-PspC*	bacteria>fcb group	1
SIG+HAMP+HISKIN->?->?->?->ABC-ATPase->ABC-ATPase->?->PspC*->SIG+TM(s)->?->?->TM->	bacteria>firmicutes	1
SIG+PAP2->PspC*->	bacteria>firmicutes	1
SIG+PspC*->	bacteria>firmicutes	1
SIG+PspC+TM*->?->?->RNA-Helicase->	bacteria>other unclassified bacteria	1
SIG+PUA->?-><-?<-PspC*<-NUDIX	bacteria>other unclassified bacteria	1
SIG+SET-><-PspC*<-PADR-HTH	bacteria>pvc group	1
SIG+SMS-KaiC->?-><-LiaI-LiaF-TM+Toast-rack<-PspC+LiaI-LiaF-TM*||PurD-ATPgrasp->Cluster784_2clades-><-?<-?<-?<-SIG+Toast-rack	bacteria>deinococcus-thermus	1
SIG+TM->?->?->?-><-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM*<-PADR-HTH	bacteria>fcb group	1
SIG+TM->?->ABC-ATPase->SIG+TM(s)->?->?-><-PspC*	bacteria>firmicutes	1
SIG+TM(s)->?->?->?->?->PspC*->	bacteria>other unclassified bacteria	1
SIG+TM(s)->?->?->?->ABC-ATPase->ABC-ATPase->?->PspC*->?->SIG+TM(s)->?->?->pPIWI->TM->Cluster215_2clades->	bacteria>firmicutes	1
SIG+TM(s)->?-><-PspC*	bacteria>actinobacteria	1
SIG+TM(s)-><-?<-?<-RNA-Helicase<-REC+LuxR-HTH<-PspC+TM(s)+HISKIN*||PspC+TM(s)*->	bacteria>actinobacteria	1
SIG+TM(s)-><-?<-?||?->PspC*->	bacteria>actinobacteria	1
SIG+TM(s)-><-?<-PspC+LiaI-LiaF-TM*<-SIG+TM(s)+ABC-ATPase	bacteria>firmicutes	1
SIG+TM(s)-><-?<-SIG+CW-binding-EndolysinC<-REC+LuxR-HTH<-SIG+TM+MORC<-?<-ABC-ATPase<-PspC*<-?<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	1
SIG+TM(s)-><-?||?-><-?||?->?-><-?<-PspC*<-PspA	bacteria>proteobacteria>gammaproteobacteria	1
SIG+TM(s)-><-PspC*<-?<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->	bacteria>actinobacteria	1
SIG+TM(s)-><-TM||PspC*->	bacteria>actinobacteria	1
SIG+TM(s)->ABC-ATPase->?->?-><-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>fcb group	1
SIG+TM(s)->ABC-ATPase->Cluster1000_2clades->PspC+LiaI-LiaF-TM*->	bacteria>thermotogae	1
SIG+TM(s)->PspC*->	archaea>euryarchaeota	1
SIG+TM(s)->PspC*->	bacteria>proteobacteria>gammaproteobacteria	1
SIG+TM(s)->PspC*-><-SAM-methylase	archaea>euryarchaeota	1
SIG+TM(s)->PspC+LiaI-LiaF-TM*->	archaea>euryarchaeota	1
SIG+TM(s)->PspC+LiaI-LiaF-TM*->?->SIG+TM(s)->Cluster862_3clades->	archaea>euryarchaeota	1
SIG+TM(s)->SIG+TM(s)->?->?->?->PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*->	bacteria>fcb group	1
SIG+TM(s)->SIG+TM(s)->?-><-PspC*	bacteria>actinobacteria	1
SIG+TM(s)->SIG+TM(s)->?-><-PspC*||?->?->TM(s)->	bacteria>actinobacteria	1
SIG+TM(s)*-><-?<-?||?-><-ABC-ATPase	bacteria>actinobacteria	1
SIG+TM(s)+ABC-ATPase->?-><-PspC+LiaI-LiaF-TM*	bacteria>other unclassified bacteria	1
SIG+TM(s)+ABC-ATPase->SIG+TM(s)+ABC-ATPase->?->?-><-PspC*||?->?-><-?||?-><-SIG+HAMP+HISKIN||REC+LuxR-HTH->	bacteria>actinobacteria	1
SIG+TM(s)+ABC-ATPase->SIG+TM(s)+ABC-ATPase-><-?||?-><-PspC*	bacteria>firmicutes	1
SIG+TM(s)+ABC-ATPase->SIG+TM(s)+ABC-ATPase-><-PspC*	bacteria>firmicutes	1
SIG+TM(s)+Ferredoxin-RRM-><-PspC*	bacteria>firmicutes	1
SIG+TM(s)+Ferredoxin-RRM->PSE->?->PSE-><-PSE<-Cluster749_2clades||Cluster186_3clades->S2P+TM(s)->Cluster446_3clades->SCPB-HTH->PSE->PSE->PspC+LiaI-LiaF-TM*->	bacteria>armatimonadetes	1
SIG+Toast-rack-><-?<-?<-?<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>fcb group	1
SIG+Toast-rack->PspC*->PspC*->MODE-HTH+PBPII->	bacteria>firmicutes	1
SIG+Toast-rack->SIG+Toast-rack*->SIG+TM(s)->ABC-ATPase->	bacteria>proteobacteria>alphaproteobacteria	1
SIGMA-HTH->?-><-?||?->?->?->ABhydrolase-><-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	1
SIGMA-HTH->?-><-?||?->?-><-SIG+TM(s)||ABhydrolase-><-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	1
SIGMA-HTH->?-><-CBS<-?||TetR-HTH->?->PspC*->	bacteria>actinobacteria	1
SIR2-><-LiaI-LiaF-TM+Toast-rack<-PspC+LiaI-LiaF-TM*	bacteria>firmicutes	1
SMS-KaiC->?->?->Cluster992_2clades->SMS-KaiC->?->PspC*->	bacteria>firmicutes	1
SMS-KaiC-><-PspC*	bacteria>firmicutes	1
SPOUT->Cluster857_2clades->?->?-><-?||?->PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack->	bacteria>other unclassified bacteria	1
STAT-><-?<-?<-Cluster131_2clades<-SIG+TM(s)<-SIG+BLBD<-SIG+BLBD<-PspC*<-PspB<-PspA	bacteria>proteobacteria>gammaproteobacteria	1
TM->?->?->?->?->Cluster1063_2clades-><-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	1
TM->?-><-?<-?<-?||?-><-?<-PspC+TM(s)+Toast-rack*||?->PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	bacteria>actinobacteria	1
TM->?-><-?||?->?-><-?||Cluster73_4clades-><-PspC*<-?<-SIG+TM(s)||MODE-HTH+PBPII-><-ABhydrolase||?-><-DEAM	bacteria>actinobacteria	1
TM->?->PspC(s)*->	bacteria>other unclassified bacteria	1
TM-><-?<-SIG+Toast-rack<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>fcb group	1
TM-><-?<-TM(s)+IIGP1<-CR-ATPase1<-PspC*<-PspB<-PspA	bacteria>proteobacteria>gammaproteobacteria	1
TM-><-Cluster539_2clades||?->?->PspC*->	bacteria>actinobacteria	1
TM-><-PspC*<-?<-?<-?<-?<-Cluster552_2clades<-Cluster287_4clades	bacteria>actinobacteria	1
TM-><-PspC*<-?<-?<-PspB<-PspB	bacteria>other unclassified bacteria	1
TM-><-SIG+TM(s)<-?<-?<-PspC+TM(s)+Toast-rack*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH-><-?<-ABC-ATPase	bacteria>actinobacteria	1
TM-><-SIG+Toast-rack<-SIG+Toast-rack<-?<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>fcb group	1
TM-><-SIG+Toast-rack<-SIG+Toast-rack<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>fcb group	1
TM-><-SIG+Toast-rack<-SIG+Toast-rack<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	NA	1
TM-><-SIG+Toast-rack||?-><-?<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>fcb group	1
TM->Cluster221_3clades-><-PspC*	bacteria>fcb group	1
TM(s)->?->?->?->?->?-><-PspC*	bacteria>firmicutes	1
TM(s)->?->?->?->?->?-><-PspC*||?->?-><-?||?->?-><-Cluster818_2clades	bacteria>firmicutes	1
TM(s)-><-TM<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM(s)<-PspC*<-Toast-rack	bacteria>firmicutes	1
TM(s)->PspC*->	bacteria>actinobacteria	1
TM(s)->SIG+TM(s)+CBS->PspC+LiaI-LiaF-TM+Toast-rack*->PspC*->	bacteria>actinobacteria	1
TM(s)+PspC*->tRNA-><-?<-?<-SIG+NarQ+PhospholipaseD	bacteria>fcb group	1
Toast-rack->PspC*->	bacteria>firmicutes	1
Toast-rack->PspC*->?->SIG+TM(s)->?->?->pPIWI->?->TM->	bacteria>firmicutes	1
Toast-rack->PspC*->SIG+TM(s)-><-SIG+TM(s)	bacteria>firmicutes	1
Toast-rack->PspC+Toast-rack*->PspC*->SIG+TM(s)->	bacteria>firmicutes	1
UDG->?-><-LiaI-LiaF-TM+Toast-rack<-LiaI-LiaF-TM+Toast-rack<-PspC*	bacteria>other unclassified bacteria	1
XIS-HTH+T-OB->?->SIG+TM(s)->ABC-ATPase->PspC*->?-><-LDcluster4	bacteria>actinobacteria	1
ZNR-><-?<-PspC*<-PspB<-PspA	bacteria>proteobacteria>gammaproteobacteria	1
